Advisory URL,Vendor,Equipment,Affected Products,CVE URLs
https://www.cisa.gov/news-events/ics-advisories/icsa-22-258-02,Siemens,Simcenter Femap and Parasolid,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39137', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39138', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39139', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39140', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39141', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39142', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39143', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39144', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39145', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39146', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39147', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39148', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39149', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39150', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39151', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39152', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39153', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39154', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39155', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-39156']"
https://www.cisa.gov/news-events/ics-advisories/icsa-20-324-02,Paradox,IP150,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25189', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25185']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-256-01,Hitachi Energy,TXpert Hub CoreTec 4,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-3156']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-256-02,Honeywell,SoftMaster,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2333', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2332']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-256-04,Kingspan,TMS300 CS,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2757']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-256-03,Delta Electronics,DIAEnergie,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-3214']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-251-01,MZ Automation GmbH,libIEC61850,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2970', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2972', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2971', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2973']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-242-10,PTC,Kepware KEPServerEX,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2848', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2825']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-252-02,Delta Electronics,DOPSoft 2,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-38402', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-38406', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-38404']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-249-03,Cognex,3D-A1000 Dimensioning System,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1368', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1522', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1525']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-249-04,Hitachi Energy,TXpert Hub CoreTec 4,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-35530', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-35531', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-35532']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-249-02,AVEVA,AVEVA Edge 2020 R2 SP1 and all prior versions,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-36970', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-36970', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-28687', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-28688', 'https://nvd.nist.gov/vuln/detail/CVE-2022-28685', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-36969']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-249-01,Triangle Microworks,TMW IEC 61850 Software Library and TMW IEC 60870-6 (ICCP/TASE.2) Software Library,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-38138']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-242-03,Hitachi Energy,MSM Product,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-6584', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-7103', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2011-4273', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-16842', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-9586', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-8617', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-8618', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-8619', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-8621', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-7167', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-3707', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2013-2174', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0138']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-242-01,Hitachi Energy,FACTS Control Platform (FCP) Product,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-1968', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-8172', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-8174', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-8201', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-8252', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-8265', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-8287']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-242-02,Hitachi Energy,Gateway Station (GWS) Product,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-1968', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-8172', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-8174', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-8201', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-8252', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-8265', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-8287']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-242-11,"Sensormatic Electronics, a subsidiary of Johnson Controls Inc.",iSTAR Ultra,[],['https://nvd.nist.gov/vuln/detail/CVE-2022-21941']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-242-09,Omron,CX-Programmer,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2979']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-242-08,Honeywell,Trend Controls IQ Series that utilize Inter-Controller (IC) protocol,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30312']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-242-07,Honeywell,Experion LX,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30317']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-242-06,Honeywell,ControlEdge,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30318']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-242-05,Fuji Electric,D300win,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1738', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1523']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-242-04,Hitachi Energy,RTU500 series,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-28613']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-237-01,FATEK Automation,FvDesigner,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2866']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-235-01,ARC Informatique,PcVue,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2569']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-235-01-0,ARC Informatique,PcVue,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2569']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-235-02,Delta Electronics,Delta Industrial Automation DIALink,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2660']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-235-03,mySCADA Technologies,mySCADA myPRO,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2234']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-235-05,Measuresoft,ScadaPro Server,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2892']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-235-06,Measuresoft,ScadaPro Server and Client,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2894', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2895', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2896', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2897', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2898']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-235-07,Hitachi Energy,RTU500 Series,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2081']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-153-02,Illumina,Local Run Manager (LRM),[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1517', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1518', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1519', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1521', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1524']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-194-07,Siemens,Industrial Products,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-8011', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27827']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-131-03,Siemens,Linux based products,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25705']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-172-01,Mitsubishi Electric,"MELSEC iQ-R, Q, and L Series CPU Module, as well as the MELIPC Series",[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-24946']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-228-04,Softing,Secure Integration Server,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1069', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2334', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2336', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1373', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2338', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1748', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2337', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2547', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2335']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-228-05,B&R Industrial Automation,Automation Studio 4,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22289']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-228-03,Delta Electronics,Delta Robot Automation Studio (DRAS),[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2759']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-228-07,Sequi,Sequi PortBloque S,[],"['https://nvd.nist.gov/vuln/detail/CVE-2022-2662', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2661']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-228-01,Yokogawa,CENTUM VP & CS 3000 Controller FCS,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-33939']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-228-06,Emerson,Proficy Machine Edition,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2793', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2792', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2791', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2790', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2789', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2788']"
https://www.cisa.gov/news-events/ics-advisories/icsa-18-317-02,Siemens,S7-400 CPUs,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-16556', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-16557']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-195-18,Siemens,RUGGEDCOM ROS,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-34663']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-223-01,Siemens,Simcenter STAR-CCM+,[],['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34659']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-223-03,Schneider Electric,"EcoStruxure, EcoStruxure Process Expert, SCADAPack RemoteConnect for x70",[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-21825', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-21825', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-21829', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-21830', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-21811', 'https://nvd.nist.gov/vuln/detail/CVE-2021-21812', 'https://nvd.nist.gov/vuln/detail/CVE-2021-21813', 'https://nvd.nist.gov/vuln/detail/CVE-2021-21814', 'https://nvd.nist.gov/vuln/detail/CVE-2021-21815', 'https://nvd.nist.gov/vuln/detail/CVE-2021-21826', 'https://nvd.nist.gov/vuln/detail/CVE-2021-21827', 'https://nvd.nist.gov/vuln/detail/CVE-2021-21828', 'https://nvd.nist.gov/vuln/detail/CVE-2022-26507']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-223-04,Emerson,"ROC800, ROC800L and DL8000",[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30264']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-223-05,Siemens,"SICAM A8000 CP-8000, CP-8021, CP-8022",[],['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-46304']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-223-06,Siemens,SICAM TOOLBOX II,[],['https://nvd.nist.gov/vuln/detail/CVE-2021-45106']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-104-12,Siemens,SIMATIC S7-400,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-40368']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-195-07,Siemens,Teamcenter Visualization and JT2Go,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2069']
https://www.cisa.gov/news-events/ics-advisories/icsa-19-099-03,Siemens,"SIMATIC, SINEC-NMS, SINEMA, SINEMURIK Industrial Control Products with OPC UA",[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-6575']
https://www.cisa.gov/news-events/ics-advisories/icsa-20-014-05,Siemens,TIA Portal,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10934']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-167-13,Siemens,Teamcenter,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-31619']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-195-12,Siemens,SIMATIC CP Devices,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-34819', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-34820', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-34821']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-132-16,Siemens,Teamcenter,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-24290', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-29801']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-223-02,Siemens,Teamcenter,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-34660', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-34661']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-221-03,Emerson,OpenBSI,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-29959', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-29960']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-221-02,Emerson,ControlWave,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30262']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-216-01,"Digi International, Inc.",ConnectPort X2D Gateway,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2634']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-207-01,Inductive Automation,Ignition,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1704']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-238-03,Delta Electronics,DIAEnergie,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-33003', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32967', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32955', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32983', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-38390', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-38391', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-38393', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32991', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-23228', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-44544', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-31558', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-44471', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-0988']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-081-01,Delta Electronics,DIAEnergie,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-25347', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-26839', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-26667', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1098', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-26349', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-26013', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-26836', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-0923', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-26059', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-26069', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-27175', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-25980', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-26338', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-26065', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-26666', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-26887', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-25880', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-26514', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1366', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1367', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1378', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1377', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1376', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1375', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1374', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1372', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1371', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1370', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1369']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-209-01,Rockwell Automation,"FactoryTalk Software, Enhanced HIM for PowerFlex, Connected Components Workbench",[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1096']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-350-05,Mitsubishi Electric,FA Engineering Software,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-20606', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-20607']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-207-02,Honeywell,Safety Manager,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30315', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30313', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30314', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30316']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-207-04,MOXA,NPort 5110,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2044', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2043']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-207-03,Honeywell,Saia Burgess PG5 PCD,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30319', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30320']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-202-03,Rockwell Automation,ISaGRAF Workbench,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2463', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2464', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2465']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-088-01,Rockwell Automation,ISaGRAF,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-1018']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-202-05,AutomationDirect,Stride Field I/O,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-2485']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-202-02,"Johnson Controls, Inc","Metasys ADS, ADX, OAS with MUI",[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-36200']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-202-01,ABB,"Drive Composer, Automation Builder, Mint Workbench",[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-31216', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-31217', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-31218', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-31219', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-26057']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-202-04,,"ICONICS Product Suite, MC Works64",[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-29834', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-33315', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-33316', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-33317', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-33317', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-33319', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-33320']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-193-01,Dahua,DHI-ASI7213X-T1,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30560', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30561', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30562', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-30563']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-315-03,Siemens,SIMATIC WinCC,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-40358', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-40359', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-40364']"
https://www.cisa.gov/news-events/ics-advisories/icsa-22-104-07,Siemens,Mendix,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-27241']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-194-12,Siemens,Wind River VxWorks-based Industrial Products,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-29998']
https://www.cisa.gov/news-events/ics-advisories/icsa-22-104-16,Siemens,"SIMATICS PCS neo (Admin Console), SINTEPLAN, TIA Portal",[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-27194']
